,Ticker,Company,Sector
382,JSLINDL.BO,JSL INDUSTRIES LTD.,Other Elect.Equip./ Prod.
383,KAYCEEI.BO,KAYCEE INDUSTRIES LTD.,Other Elect.Equip./ Prod.
384,INDOKEM.BO,INDOKEM LTD.,Specialty Chemicals
385,PANAENERG.BO,PANASONIC ENERGY INDIA COMPANY LTD.-$,Non-Durable Household Prod.
386,NELCO.BO,NELCO LTD.,IT Networking Equipment
387,PERMAGN.BO,PERMANENT MAGNETS LTD.-$,Other Industrial Goods
388,HIGHENE.BO,HIGH ENERGY BATTERIES (INDIA) LTD.,Non-Durable Household Prod.
389,STDBAT.BO,STANDARD BATTERIES LTD.,Finance (including NBFCs)
390,UNIVCABLES.BO,UNIVERSAL CABLES LTD.,Other Elect.Equip./ Prod.
391,WSIND.BO,W.S.INDUSTRIES (INDIA) LTD.-$,Industrial Machinery
392,DLTNCBL.BO,DELTON CABLES LTD.,Other Elect.Equip./ Prod.
393,LAKSELEC.BO,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,Other Elect.Equip./ Prod.
394,MODULEX.BO,Modulex Construction Technologies Ltd,Construction & Engineering
395,DELTAMAGNT.BO,Delta Manufacturing Ltd,Other Elect.Equip./ Prod.
396,CONFINT.BO,Confidence Finance And Trading Limited,Other Financial Services
397,RELTD.BO,Ravindra Energy Ltd,Electric Utilities
398,GDTRAGN.BO,G.D.TRADING & AGENCIES LTD.,Other Financial Services
399,ZMULTIPU.BO,MULTIPURPOSE TRADING & AGENCIES LTD.,Diversified Commercial Services
400,RIDHISYN.BO,RIDHI SYNTHETICS LTD.,Other Financial Services
401,SOFTBPO.BO,SOFTBPO GLOBAL SERVICES LTD.,IT Consulting & Software
402,NYSSACORP.BO,Nyssa Corporation Limited,Comm.Trading  & Distribution
403,FLOMIC.BO,Flomic Global Logistics Ltd,Comm.Trading  & Distribution
404,KRISHNA.BO,Krishna Ventures Limited,Other Financial Services
405,GANHOLD.BO,GANESH HOLDINGS LTD.,Diversified Commercial Services
406,UNIABEXAL.BO,UNI ABEX ALLOY PRODUCTS LTD.,Iron & Steel Products
407,SARDAEN.BO,SARDA ENERGY & MINERALS LTD.-$,Iron & Steel/Interm.Products
408,BGWTATO.BO,BHAGWATI AUTOCAST LTD.,Auto Parts & Equipment
409,GALADA.BO,GALADA POWER & TELECOMMUNICATION LTD.,Other Elect.Equip./ Prod.
410,STRIPMT.BO,STEEL STRIPS LTD.,Iron & Steel/Interm.Products
411,IBRIGST.BO,INDIAN BRIGHT STEEL CO.LTD.,Iron & Steel/Interm.Products
412,INDIANHUME.BO,INDIAN HUME PIPE CO.LTD.,Cement & Cement Products
413,INLCM.BO,INDIAN LINK CHAIN MANUFACTURES LTD.,Other Industrial Products
414,INVPRECQ.BO,INVESTMENT & PRECISION CASTINGS LTD.,Other Industrial Products
415,INFORTEC.BO,INFORMED TECHNOLOGIES INDIA LTD.,BPO/KPO
416,KAIRA.BO,KAIRA CAN CO.LTD.,Containers & Packaging
417,ORIENTABRA.BO,ORIENT ABRASIVES LTD.-$,Other Industrial Products
418,NATIONSTD.BO,NATIONAL STANDARD (INDIA) LTD.,Realty
419,DUNCANENG.BO,Duncan Engineering Ltd-$,Auto Parts & Equipment
420,SANDUMA.BO,SANDUR MANGANESE & IRON ORES LTD.,Mining
421,STOVACQ.BO,STOVEC INDUSTRIES LTD.,Industrial Machinery
422,TATAYODOGA.BO,TAYO ROLLS LTD.-$,Iron & Steel/Interm.Products
423,TINPLATE.BO,TINPLATE COMPANY OF INDIA LTD.,Containers & Packaging
424,CHOLAHLDNG.BO,Cholamandalam Financial Holdings Ltd,Holding Companies
425,ZWELCAST.BO,WELCAST STEELS LTD.,Other Industrial Products
426,WMINIMT.BO,WESTERN MINISTIL LTD.,Iron & Steel/Interm.Products
427,AUTOAXLES.BO,AUTOMOTIVE AXLES LTD.,Auto Parts & Equipment
428,ACGL.BO,AUTOMOBILE CORPORATION OF GOA LTD.-$,Auto Parts & Equipment
429,SETCO.BO,SETCO AUTOMOTIVE LTD.,Auto Parts & Equipment
430,SCOOTER.BO,SCOOTERS INDIA LTD.,2/3 Wheelers
431,TALBROAUTO.BO,TALBROS AUTOMOTIVE COMPONENTS LTD.,Auto Parts & Equipment
432,ZFSTEERING.BO,Z.F.STEERING GEAR (INDIA) LTD.-$,Auto Parts & Equipment
433,SMLISUZU.BO,SML ISUZU LIMITED,Commercial Vehicles
434,TIL.BO,TIL LTD.,Transport Related Services
435,EICHERMOT.BO,EICHER MOTORS LTD.,2/3 Wheelers
436,JAINEX.BO,JAINEX AAMCOL LTD.,Auto Parts & Equipment
437,ALFREDHE.BO,ALFRED HERBERT (INDIA) LTD.,Finance (including NBFCs)
438,VELJAN.BO,Veljan Denison Limited,Auto Parts & Equipment
439,DYNAMATECH.BO,DYNAMATIC TECHNOLOGIES LTD.-$,Industrial Machinery
440,GGDANDE.BO,G.G.DANDEKAR MACHINE WORKS LTD.,Industrial Machinery
441,GMM.BO,GMM PFAUDLER LTD.,Industrial Machinery
442,KIRLPNU.BO,KIRLOSKAR PNEUMATIC CO.LTD.,Industrial Machinery
443,TULIVE.BO,Tulive Developers Limited,Other Industrial Goods
444,KPT.BO,KPT Industries Ltd,Industrial Machinery
445,LXMIATO.BO,LAKSHMI AUTOMATIC LOOM WORKS LTD.,Industrial Machinery
446,LYNMC.BO,LYNX MACHINERY & COMMERCIALS LTD.,Industrial Machinery
447,MANUGRAPH.BO,MANUGRAPH INDIA LTD.-$,Industrial Machinery
448,MIRCH.BO,Mirch Technologies (India) Ltd,Industrial Machinery
449,MONOT.BO,MONOTYPE INDIA LTD.,Diversified Commercial Services
450,NESCO.BO,NESCO LTD.,Diversified Commercial Services
451,INTEGRAEN.BO,INTEGRA ENGINEERING INDIA LTD.,Industrial Machinery
452,REVATHI.BO,REVATHI EQUIPMENT LTD.-$,Industrial Machinery
453,TEXINFRA.BO,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,Realty
454,WENDT.BO,WENDT (INDIA) LTD.,Industrial Machinery
455,SINDUVA.BO,SINDU VALLEY TECHNOLOGIES LTD.,IT Consulting & Software
456,RESPONIND.BO,RESPONSIVE INDUSTRIES LTD.,Furniture-Furnishing-Paints
457,SHYMINV.BO,SHYAMKAMAL INVESTMENTS LTD.,Other Financial Services
458,MAHACORP.BO,MAHARASHTRA CORPORATION LTD.,Comm.Trading  & Distribution
459,DOLAT.BO,DOLAT INVESTMENTS LTD.,Other Financial Services
460,WESTLIFE.BO,WESTLIFE DEVELOPMENT LTD.,Restaurants
461,ZEEL.BO,ZEE ENTERTAINMENT ENTERPRISES LTD.,Broadcasting & Cable TV
462,GOLDCORP.BO,Goldcrest Corporation Limited,Finance (including NBFCs)
463,ZKOVALIN.BO,KOVALAM INVESTMENT & TRADING CO.LTD.,Diversified Commercial Services
464,SVPGLOB.BO,SVP GLOBAL VENTURES LTD.,Textiles
465,MULTIIN.BO,MULTIPLUS HOLDINGS LTD.,Diversified Commercial Services
466,SKYLMILAR.BO,SKYLINE MILLARS LTD.,Commercial Vehicles
467,BIMETAL.BO,BIMETAL BEARINGS LTD.-$,Auto Parts & Equipment
468,TAPARIA.BO,TAPARIA TOOLS LTD.,Iron & Steel Products
469,BHARATGEAR.BO,BHARAT GEARS LTD.,Auto Parts & Equipment
470,BRADYM.BO,BRADY & MORRIS ENGINEERING CO.LTD.,Commercial Vehicles
471,LATIMMETAL.BO,La Tim Metal & Industries Ltd,Other Industrial Goods
472,ELECON.BO,ELECON ENGINEERING CO.LTD.,Industrial Machinery
473,DECANBRG.BO,DECCAN BEARINGS LTD.,Industrial Machinery
474,GRAUWEIL.BO,GRAUER & WEIL (INDIA) LTD.-$,Commodity Chemicals
475,GAJRA.BO,GAJRA BEVEL GEARS LTD.-$,Auto Parts & Equipment
476,HIMTEK.BO,Him Teknoforge Ltd,Auto Parts & Equipment
477,GABRIEL.BO,GABRIEL INDIA LTD.-$,Auto Parts & Equipment
478,HERCULES.BO,HERCULES HOISTS LTD.,Industrial Machinery
479,HINDEVER.BO,HINDUSTAN EVEREST TOOLS LTD.,Other Industrial Goods
480,IFBIND.BO,IFB INDUSTRIES LTD.,Household Appliances
481,SINGER.BO,SINGER INDIA LTD.,Household Appliances
482,INTLCOMBQ.BO,INTERNATIONAL COMBUSTION (INDIA) LTD.,Industrial Machinery
483,FMGOETZE.BO,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Auto Parts & Equipment
484,JOSTS.BO,JOST'S ENGINEERING CO.LTD.,Industrial Machinery
485,SCHAEFFLER.BO,Schaeffler India Ltd,Industrial Machinery
486,RANEHOLDIN.BO,RANE HOLDINGS LTD.,Auto Parts & Equipment
487,ROLCOEN.BO,ROLCON ENGINEERING CO.LTD.,Other Industrial Products
488,SNL.BO,SNL BEARINGS LTD.,Other Industrial Goods
489,JAIPAN.BO,JAIPAN INDUSTRIES LTD.,Household Appliances
490,MANCREDIT.BO,MANGAL CREDIT AND FINCORP LTD.,Finance (including NBFCs)
491,TRF.BO,TRF LTD.-$,Industrial Machinery
492,WPIL.BO,WPIL LTD.,Industrial Machinery
493,KENNAMET.BO,KENNAMETAL INDIA LTD.-$,Industrial Machinery
494,HINDHARD.BO,Hindustan Hardy Ltd,Auto Parts & Equipment
495,TRITONV.BO,TRITON VALVES LTD.,Auto Parts & Equipment
496,SUDAI.BO,SUDAL INDUSTRIES LTD.,Aluminium
497,PRAKASH.BO,PRAKASH INDUSTRIES LTD.,Iron & Steel/Interm.Products
498,HVL.BO,Hariyana Ventures Ltd,Iron & Steel/Interm.Products
499,ZPRBHSTE.BO,PRABHU STEEL INDUSTRIES LTD.,Iron & Steel/Interm.Products
500,ARSHIYA.BO,Arshiya Limited,Transportation - Logistics
501,GRINDWELL.BO,GRINDWELL NORTON LTD.-$,Other Industrial Products
502,LAKPRE.BO,LAKSHMI PRECISION SCREWS LTD.,Iron & Steel Products
503,STANROS.BO,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,Investment Companies
504,GENESYS.BO,GENESYS INTERNATIONAL CORPORATION LTD.,IT Software Products
505,ALNATRD.BO,ALNA TRADING & EXPORTS LTD.,Comm.Trading  & Distribution
506,PANKAJPIYUS.BO,Pankaj Piyush Trade & Investment Ltd,Auto Parts & Equipment
507,PARNAXLAB.BO,PARNAX LAB LTD.,Pharmaceuticals
508,INTELLCAP.BO,INTELLIVATE CAPITAL VENTURES LTD.,Plastic Products
509,VIVIDHA.BO,VISAGAR POLYTEX LTD.,Textiles
510,ISHWATR.BO,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,Finance (including NBFCs)
511,TERRAFORM.BO,TERRAFORM MAGNUM LTD.,Other Financial Services
512,APIS.BO,APIS INDIA LTD.,Other Food Products
513,ZKHATAUE.BO,KHATAU EXIM LTD.,Comm.Trading  & Distribution
514,EMERGENT.BO,Emergent Industrial Solutions Ltd,Comm.Trading  & Distribution
515,KANANIIND.BO,KANANI INDUSTRIES LTD.,Other Apparels & Accessories
516,GCKL.BO,Galaxy Cloud Kitchens Ltd-$,Packaged Foods
517,ZSARVAMA.BO,SARVAMANGAL MERCANTILE CO.LTD.,Diversified Commercial Services
518,ASL.BO,Arihant Superstructures Limited,Realty
519,VIKSHEN.BO,VIKSIT ENGINEERING LTD.,Comm.Trading  & Distribution
520,BLISSGVS.BO,BLISS GVS PHARMA LTD.,Pharmaceuticals
521,INEOSSTYRO.BO,INEOS Styrolution India Ltd,Specialty Chemicals
522,ALEMBICLTD.BO,ALEMBIC LTD.,Pharmaceuticals
523,AMNPLST.BO,AMINES & PLASTICIZERS LTD.,Commodity Chemicals
524,ANUHPHR.BO,ANUH PHARMA LTD.,Pharmaceuticals
525,MODISNME.BO,MODISON METALS LTD.-$,Other Elect.Equip./ Prod.
526,BAYERCROP.BO,BAYER CROPSCIENCE LTD.,Agrochemicals
527,SASHWAT.BO,Sashwat Technocrats Limited,Construction Materials
528,CHEMOPH.BO,CHEMO PHARMA LABORATORIES LTD.,Pharmaceuticals
529,CLNINDIA.BO,CLARIANT CHEMICALS (INDIA) LTD.,Specialty Chemicals
530,COROMANDEL.BO,COROMANDEL INTERNATIONAL LTD.,Fertilizers
531,DEEPAKNI.BO,DEEPAK NITRITE LTD.-$,Commodity Chemicals
532,DHARAMSI.BO,DHARAMSI MORARJI CHEMICAL CO.LTD.,Specialty Chemicals
533,FERMENTA.BO,Fermenta Biotech Ltd,Pharmaceuticals
534,GOCLCORP.BO,GOCL Corporation Ltd-$,Specialty Chemicals
535,JAYCH.BO,JAYSHREE CHEMICALS LTD.,Commodity Chemicals
536,JLMORI.BO,J.L.MORISON (INDIA) LTD.,Personal Products
537,KANORICHEM.BO,KANORIA CHEMICALS & INDUSTRIES LTD.,Commodity Chemicals
538,KELENRG.BO,KELTECH ENERGIES LTD.,Specialty Chemicals
539,KEMP.BO,KEMP & COMPANY LTD.,Containers & Packaging
540,NITTAGELA.BO,NITTA GELATIN INDIA LTD.-$,Specialty Chemicals
541,MPAGI.BO,M.P.AGRO INDUSTRIES LTD.,Fertilizers
542,ORIENTCQ.BO,ORIENTAL CARBON & CHEMICALS LTD.-$,Commodity Chemicals
543,PHILIPCARB.BO,PHILLIPS CARBON BLACK LTD.,Carbon Black
544,AMAL.BO,AMAL LTD.,Specialty Chemicals
545,POLYCHEM.BO,POLYCHEM LTD.,Commodity Chemicals
546,PUNJABCHEM.BO,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Agrochemicals
547,GUJCMDS.BO,GUJCHEM DISTILLERS INDIA LTD.,Commodity Chemicals
548,SADHNANIQ.BO,SADHANA NITROCHEM LTD.,Commodity Chemicals
549,SUDARSCHEM.BO,SUDARSHAN CHEMICAL INDUSTRIES LTD.,Specialty Chemicals
550,ULTRAMAR.BO,ULTRAMARINE & PIGMENTS LTD.-$,Specialty Chemicals
551,TRANSPEK.BO,TRANSPEK INDUSTRY LTD.-$,Commodity Chemicals
552,UNICHEMLAB.BO,UNICHEM LABORATORIES LTD.,Pharmaceuticals
553,MYSORPETRO.BO,MYSORE PETRO CHEMICALS LTD.-$,Commodity Chemicals
554,ALKYLAMINE.BO,ALKYL AMINES CHEMICALS LTD.-$,Specialty Chemicals
555,TUTIALKA.BO,Tuticorin Alkali Chemicals And Fertilizers Ltd,Commodity Chemicals
556,ASTRAZEN.BO,ASTRAZENECA PHARMA INDIA LTD.,Pharmaceuticals
557,PACL.BO,PUNJAB ALKALIES & CHEMICALS LTD.,Commodity Chemicals
558,TANFACIND.BO,TANFAC INDUSTRIES LTD.-$,Commodity Chemicals
559,GUJPETR.BO,GUJARAT PETROSYNTHESE LTD.,Fibres & Plastics
560,SWADEIN.BO,SWADESHI INDUSTRIES LEASING CO.LTD.,Containers & Packaging
561,MASCH.BO,MASTER CHEMICALS LTD.,Textiles
562,GUJTHEM.BO,GUJARAT THEMIS BIOSYN LTD.,Pharmaceuticals
563,JAYSYN.BO,JAYSYNTH DYESTUFF (INDIA) LTD.,Specialty Chemicals
564,MAKERSL.BO,MAKERS LABORATORIES LTD.-$,Pharmaceuticals
565,JBCHEPHARM.BO,J.B.CHEMICALS & PHARMACEUTICALS LTD.,Pharmaceuticals
566,IGLFXPL-B.BO,INDO GULF INDUSTRIES LTD.,Specialty Chemicals
567,ADVPETR-B.BO,ADVANCE PETROCHEMICALS LTD.,Commodity Chemicals
568,RAJSPTR.BO,RAJASTHAN PETRO SYNTHETICS LTD.,Textiles
569,BLUECHIPT.BO,BLUE CHIP TEX INDUSTRIES LTD.,Textiles
570,JAGAJITIND.BO,JAGATJIT INDUSTRIES LTD.,Breweries & Distilleries
571,KESARENT.BO,KESAR ENTERPRISES LTD.-$,Sugar
572,TI.BO,TILAKNAGAR INDUSTRIES LTD.-$,Breweries & Distilleries
573,EMERALL.BO,Emerald Leisures Ltd,Other Leisure Facilities
574,RAVALSUGAR.BO,RAVALGAON SUGAR FARM LTD.,Sugar
575,SAKHTISUG.BO,SAKTHI SUGARS LTD.,Sugar
576,WALCHANNAG.BO,WALCHANDNAGAR INDUSTRIES LTD.,Diversified
577,KHODAY.BO,KHODAY INDIA LTD.-$,Breweries & Distilleries
578,IFBAGRO.BO,IFB AGRO INDUSTRIES LTD.,Breweries & Distilleries
579,DHARSUGAR.BO,DHARANI SUGARS & CHEMICALS LTD.,Sugar
580,KFBL.BO,KOTHARI FERMENTATION & BIOCHEM LTD.,Other Food Products
581,CAPRO.BO,CAPROLACTAM CHEMICALS LTD.,Commodity Chemicals
582,GMBREW.BO,G.M.BREWERIES LTD.,Breweries & Distilleries
583,RANASUG.BO,RANA SUGARS LTD.,Sugar
584,PICCASUG.BO,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,Sugar
585,RIGASUG.BO,RIGA SUGAR COMPANY LTD.-$,Sugar
586,SDBL.BO,SOM DISTILLERIES & BREWERIES LTD.,Breweries & Distilleries
587,CJGEL.BO,C.J.GELATINE PRODUCTS LTD.,Specialty Chemicals
588,MOUNTSHIQ.BO,MOUNT SHIVALIK INDUSTRIES LTD.-$,Breweries & Distilleries
589,AMRITCORP.BO,AMRIT CORP.LTD.-$,Packaged Foods
590,ASALCBR.BO,ASSOCIATED ALCOHOLS & BREWERIES LTD.,Breweries & Distilleries
591,CORAGRO.BO,COROMANDEL AGRO PRODUCTS & OILS LTD.,Edible Oils
592,FOODSIN.BO,FOODS & INNS LTD.,Other Food Products
593,IVP.BO,IVP LTD.,Commodity Chemicals
594,KLRFM.BO,Kovilpatti Lakshmi Roller Flour Mills Ltd,Other Food Products
595,OLYOI.BO,OLYMPIC OIL INDUSTRIES LTD.,Other Agricultural Products
596,MLKFOOD.BO,MILKFOOD LTD.,Packaged Foods
597,POLSON.BO,POLSON LTD.,Specialty Chemicals
598,SAGRSOY-B.BO,SAGAR SOYA PRODUCTS LTD.,Edible Oils
599,WIPRO.BO,WIPRO LTD.,IT Consulting & Software
600,ORIBEVER.BO,ORIENT BEVERAGES LTD.,Non-alcoholic Beverages
601,DHANUKA.BO,DHANUKA AGRITECH LTD.,Agrochemicals
602,TTKHEALTH.BO,TTK HEALTHCARE LTD.-$,Pharmaceuticals
603,TGVSL.BO,TGV Sraac Ltd,Commodity Chemicals
604,LIMECHM.BO,LIME CHEMICALS LTD.,Commodity Chemicals
605,KANPRPLA.BO,KANPUR PLASTIPACK LTD.,Containers & Packaging
606,TAINWALCHM.BO,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,Plastic Products
607,JAGSNPHARM.BO,JAGSONPAL PHARMACEUTICALS LTD.,Pharmaceuticals
608,KHAICHEM.BO,KHAITAN CHEMICALS & FERTILIZERS LTD.,Fertilizers
609,UNTTEMI.BO,UNITED LEASING & INDUSTRIES LTD.,Textiles
610,NOL.BO,NATIONAL OXYGEN LTD.,Industrial Gases
611,GILLETTE.BO,GILLETTE INDIA LTD.,Personal Products
612,WIREFABR.BO,WIRES & FABRIKS (SA) LTD.,Textiles
613,ANSALHSG.BO,Ansal Housing Ltd-$,Realty
614,MCCHRLS-B.BO,MAC CHARLES (INDIA) LTD.,Hotels
615,ADDIND.BO,ADDI INDUSTRIES LTD.-$,Other Apparels & Accessories
616,PIONRINV.BO,PIONEER INVESTCORP LTD.,Other Financial Services
617,ASHNOOR.BO,ASHNOOR TEXTILE MILLS LTD.,Textiles
618,UNITECH.BO,UNITECH LTD.,Realty
619,VIPIND.BO,V.I.P.INDUSTRIES LTD.-$,Other Apparels & Accessories
620,DHRUVES.BO,DHRUV ESTATES LTD.,Realty
621,SCHABLON.BO,SCHABLONA INDIA LTD.,Furniture-Furnishing-Paints
622,FIBERWEB.BO,FIBERWEB (INDIA) LTD.,Plastic Products
623,LKPFIN.BO,LKP Finance Limited,Other Financial Services
624,EASTBUILD.BO,EAST BUILDTECH LTD.,Realty
625,MNPLFIN.BO,MANIPAL FINANCE CORPORATION LTD.,Finance (including NBFCs)
626,BAJAJST.BO,BAJAJ STEEL INDUSTRIES LTD.,Industrial Machinery
627,KIDUJA.BO,KIDUJA INDIA LTD.,Finance (including NBFCs)
628,KEYCORP.BO,KEY CORP LTD.,Finance (including NBFCs)
629,SHIKHARLETR.BO,SHIKHAR LEASING & TRADING LTD.,Finance (including NBFCs)
630,GUJHOTE.BO,GUJARAT HOTELS LTD.,Hotels
631,RAJATH.BO,Rajath Finance Limited,Finance (including NBFCs)
632,RASRESOR.BO,RAS RESORTS & APART HOTELS LTD.,Hotels
633,PARMCOS-B.BO,PARAMOUNT COSMETICS (INDIA) LTD.,Personal Products
634,JINDHOT.BO,JINDAL HOTELS LTD.,Hotels
635,JPTRLES.BO,JUPITER INDUSTRIES & LEASING LTD.,Finance (including NBFCs)
636,SIMMOND.BO,SIMMONDS MARSHALL LTD.,Auto Parts & Equipment
637,BNALTD.BO,B & A LTD.,Tea & Coffee
638,LEDOTEA.BO,LEDO TEA CO.LTD.,Tea & Coffee
639,HAWKINCOOK.BO,HAWKINS COOKERS LTD.-$,Houseware
640,WARRENTEA.BO,WARREN TEA LTD.-$,Tea & Coffee
641,COCHMAL.BO,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,Auto Tyres & Rubber Products
642,BESTEAST.BO,BEST EASTERN HOTELS LTD.,Hotels
643,NEAGI.BO,NEELAMALAI AGRO INDUSTRIES LTD.,Tea & Coffee
644,ISTLTD.BO,IST LTD.,Auto Parts & Equipment
645,COSMOFILMS.BO,COSMO FILMS LTD.,Containers & Packaging
646,NEWMKTADV.BO,NEW MARKETS ADVISORY LTD.,IT Software Products
647,APOLLOHOSP.BO,APOLLO HOSPITALS ENTERPRISE LTD.,Healthcare Facilities
648,NITINCAST.BO,Nitin Castings Ltd,Diversified Commercial Services
649,SMIFS.BO,SMIFS CAPITAL MARKETS LTD.,Other Financial Services
650,EVERESTIND.BO,EVEREST INDUSTRIES LTD.,Cement & Cement Products
651,IRONWOOD.BO,Ironwood Education Ltd,Education
652,MSRINDIA.BO,MSR INDIA LTD.,Houseware
653,NORTHPR.BO,NORTHERN PROJECTS LTD.,Diversified Commercial Services
654,JOYREALTY.BO,Joy Realty Limited,Realty
655,AYMSYNTEX.BO,AYM Syntex Ltd,Textiles
656,PANCARBON.BO,PANASONIC CARBON INDIA CO.LTD.-$,Other Industrial Goods
657,FINKURVE.BO,Finkurve Financial Services Ltd,Finance (including NBFCs)
658,HBLEAS.BO,HB LEASING & FINANCE CO.LTD.,Finance (including NBFCs)
659,SHRICON.BO,SHRICON INDUSTRIES LTD.,Finance (including NBFCs)
660,STRLGUA.BO,STERLING GUARANTY & FINANCE LTD.,Finance (including NBFCs)
661,SULABEN.BO,SULABH ENGINEERS & SERVICES LTD.,Finance (including NBFCs)
662,FRONTCAP.BO,Frontier Capital Ltd,Diversified Commercial Services
663,NAVNETEDUL*.BO,Navneet Education Limited,Publishing
664,KEDIACN.BO,KEDIA CONSTRUCTION CO.LTD.,Realty
665,SATRAPROP.BO,SATRA PROPERTIES (INDIA) LTD.,Realty
666,TRANOCE.BO,TRANSOCEANIC PROPERTIES LTD.,Diversified Commercial Services
667,AUSOMENT.BO,AuSom Enterprise Limited,Comm.Trading  & Distribution
668,THAKRAL.BO,THAKRAL SERVICES (INDIA) LTD.,Electronic Components
669,RUCHINFRA.BO,RUCHI INFRASTRUCTURE LTD.,Diversified Commercial Services
670,VJTFEDU.BO,VJTF EDUSERVICES LTD.,Education
671,VOLLF.BO,VOLTAIRE LEASING & FINANCE LTD.,Finance (including NBFCs)
672,NETLINK.BO,NETLINK SOLUTIONS (INDIA) LTD.,IT Software Products
673,ZLEENCON.BO,LEENA CONSULTANCY LTD.,Diversified Commercial Services
674,LANCORHOL.BO,LANCOR HOLDINGS LTD.,Realty
675,INDINFO.BO,INDIAN INFOTECH & SOFTWARE LTD.,IT Software Products
676,BANASFN.BO,BANAS FINANCE LTD.,Diversified Commercial Services
677,VISAKAIND.BO,VISAKA INDUSTRIES LTD.,Cement & Cement Products
678,INFOMEDIA.BO,INFOMEDIA PRESS LTD.,Publishing
679,HATHWAYB.BO,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,Broadcasting & Cable TV
680,PRESSMN.BO,Pressman Advertising Limited,Advertising & Media
681,GUFICBIO.BO,GUFIC BIOSCIENCES LTD.,Pharmaceuticals
682,PHOTON.BO,PHOTON CAPITAL ADVISORS LTD.,Diversified Commercial Services
683,OSWALEA.BO,OSWAL LEASING LTD.,Diversified Commercial Services
684,GRPLTD.BO,GRP LTD.,Auto Tyres & Rubber Products
685,INDAG.BO,INDAG RUBBER LTD.-$,Auto Tyres & Rubber Products
686,MMRUBBR-B.BO,MM RUBBER COMPANY LTD.,Auto Tyres & Rubber Products
687,PTL.BO,PTL ENTERPRISES LTD.-$,Diversified Commercial Services
688,TVSSRICHAK.BO,TVS SRICHAKRA LTD.-$,Auto Tyres & Rubber Products
689,SEL.BO,Sanathnagar Enterprises Limited,Commodity Chemicals
690,BENARAS.BO,BENARES HOTELS LTD.,Hotels
691,BHAGWOX.BO,BHAGWATI OXYGEN LTD.,Commodity Chemicals
692,BOMOXY-B1.BO,Bombay Oxygen Investments Ltd,Finance (including NBFCs)
693,CRAVATEX.BO,CRAVATEX LTD.,Comm.Trading  & Distribution
694,BERGEPAINT.BO,BERGER PAINTS INDIA LTD.,Furniture-Furnishing-Paints
695,CAPRIHANS.BO,CAPRIHANS INDIA LTD.-$,Plastic Products
696,GRAPHITE.BO,GRAPHITE INDIA LTD.,Other Industrial Goods
697,ITDCEM.BO,ITD CEMENTATION INDIA LTD.,Construction & Engineering
698,EMPIND.BO,EMPIRE INDUSTRIES LTD.,Diversified
699,GRAVISSHO.BO,GRAVISS HOSPITALITY LTD.,Hotels
700,GARFIBRES.BO,Garware Technical Fibres Ltd,Textiles
701,GARWAMAR.BO,GARWARE MARINE INDUSTRIES LTD.,Textiles
702,GOACARBON.BO,GOA CARBON LTD.-$,Refineries/ Petro-Products
703,HARDCAS.BO,HARDCASTLE & WAUD MFG.CO.LTD.,Specialty Chemicals
704,HEG.BO,HEG LTD.,Other Industrial Goods
705,HINDCOMPOS.BO,HINDUSTAN COMPOSITES LTD.,Auto Parts & Equipment
706,ZHINDHSG.BO,HINDUSTAN HOUSING CO.LTD.,Housing Finance 
707,HIL.BO,HIL LTD.,Cement & Cement Products
708,INDIANCARD.BO,INDIAN CARD CLOTHING CO.LTD.,Textiles
709,INTLCONV.BO,INTERNATIONAL CONVEYORS LTD.,Plastic Products
710,JAYSHREETEA.BO,JAY SHREE TEA & INDUSTRIES LTD.,Tea & Coffee
711,MODRNSH.BO,MODERN SHARES & STOCKBROKERS LTD.,Other Financial Services
712,OSEASPR.BO,OSEASPRE CONSULTANTS LTD.,Diversified Commercial Services
713,HUHTAMAKI.BO,Huhtamaki India Ltd,Containers & Packaging
714,PREMSYN.BO,PREMIER SYNTHETICS LTD.,Textiles
715,RJSHAH.BO,R.J.SHAH & CO.LTD.,Realty
716,SHAHCON.BO,SHAH CONSTRUCTION CO.LTD.,Realty
717,SHALPAINTS.BO,SHALIMAR PAINTS LTD.-$,Furniture-Furnishing-Paints
718,SINNAR.BO,SINNAR BIDI UDYOG LTD.,Cigarettes-Tobacco Products
719,HINDMILL.BO,HINDOOSTAN MILLS LTD.,Textiles
720,ZSOUTGAS.BO,SOUTHERN GAS LTD.,Commodity Chemicals
721,TECHCON.BO,TECHNOJET CONSULTANTS LTD.,Electronic Components
722,SUPREMEIND.BO,SUPREME INDUSTRIES LTD.,Plastic Products
723,THACKER.BO,THACKER & CO.LTD.,Other Financial Services
724,TRADWIN.BO,TRADE WINGS LTD.,Travel Support Services
725,VSTIND.BO,VST INDUSTRIES LTD.,Cigarettes-Tobacco Products
